,implementation,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,accuracy,elapse,country,fromsearch,gender,age,Strength
6160,2,2,2,2,3,1,2,2,2,4,3,2,4,2,2,3,2,3,4,3,5,3,4,4,3,3,4,3,3,3,3,2,3,3,3,3,2,4,4,2,4,2,1,2,1,2,2,2,2,95,4268,US,0,-1,-1,A
6161,2,1,1,1,1,-1,1,1,1,1,5,1,1,1,3,1,1,2,1,1,1,3,1,1,1,1,1,4,1,5,1,1,1,1,3,1,1,2,3,2,3,1,2,2,3,1,-1,1,2,100,107,US,0,-1,-1,E
6162,2,4,2,1,3,3,3,3,1,3,3,3,1,3,3,3,3,1,1,3,1,1,1,1,1,3,3,4,1,3,1,3,3,1,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,89,146,US,1,-1,-1,I
6163,2,4,1,1,2,3,1,3,1,4,3,4,2,4,3,4,2,2,2,2,4,2,4,1,2,3,4,2,2,2,2,1,2,1,2,2,1,1,2,1,4,2,3,2,3,2,3,3,4,80,159,US,0,-1,-1,I
6164,2,3,2,1,2,1,4,2,2,3,4,4,2,1,4,2,4,3,2,5,3,2,3,5,3,5,3,3,4,5,3,3,2,1,4,4,2,4,2,2,2,4,3,3,4,1,1,2,3,70,268,CA,1,-1,-1,S
6165,2,2,1,2,4,4,2,4,1,1,1,1,3,2,1,2,1,2,2,3,3,3,2,2,1,3,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,3,4,3,3,3,1,4,100,189,US,0,-1,-1,C
6166,2,2,4,1,2,2,3,2,4,4,5,5,4,4,4,3,5,2,4,5,4,5,3,1,5,1,3,1,1,1,1,4,1,1,1,1,3,5,1,2,4,5,5,5,5,5,5,5,5,99,187,US,0,-1,-1,C
6167,2,2,2,1,3,3,3,3,2,4,4,5,2,4,5,4,4,3,3,3,5,5,5,1,4,4,3,3,2,3,3,4,3,1,2,3,2,1,2,2,3,1,2,2,3,2,3,2,2,75,270,US,1,-1,-1,I
6168,2,5,4,1,3,2,3,5,2,2,3,2,1,1,2,1,1,3,4,2,1,1,3,2,1,4,4,1,4,2,1,2,4,5,4,5,1,4,5,4,2,5,5,5,4,4,4,5,4,85,334,US,0,-1,-1,C
6169,2,3,2,1,4,1,3,2,3,4,4,4,4,5,4,5,4,5,4,5,5,5,5,4,4,4,4,4,2,4,2,3,2,2,2,3,1,3,2,1,3,1,2,3,1,2,2,1,1,98,217,US,0,-1,-1,A
6170,2,1,1,1,3,1,1,1,1,1,3,3,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,75,110,US,0,-1,-1,I
6171,2,3,3,2,1,2,3,3,3,5,4,3,3,4,3,4,1,4,5,4,5,5,5,1,5,4,3,5,1,4,3,3,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,85,213,US,0,-1,-1,A
6172,2,1,4,1,1,1,4,1,4,4,5,5,4,3,3,2,4,3,3,4,3,4,5,4,4,2,4,1,4,1,1,4,1,1,2,2,1,2,3,4,2,1,1,1,1,1,2,1,1,75,181,US,1,-1,-1,I
6174,2,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,5,4,4,3,3,5,5,4,4,5,4,4,4,4,4,4,4,4,5,3,100,151,US,1,-1,-1,E
6175,2,3,2,2,3,1,3,3,2,5,1,1,5,3,2,4,1,1,2,2,3,2,3,3,1,3,5,5,3,5,4,3,3,2,2,2,1,3,1,4,2,1,2,2,1,3,3,2,2,90,243,CA,1,-1,-1,S
6176,2,1,1,1,1,1,3,1,2,2,3,3,3,3,3,1,3,2,4,5,4,5,5,2,4,3,4,4,3,5,4,4,3,1,3,4,3,4,3,2,4,1,1,1,2,2,2,2,2,97,260,US,0,-1,-1,A
6177,2,1,1,1,1,-1,1,1,1,5,4,3,3,1,4,3,2,4,4,4,5,3,5,4,4,5,4,4,2,4,4,4,4,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,90,93,US,0,-1,-1,A
6178,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,122,US,0,-1,-1,A
6179,2,3,2,2,3,2,1,2,2,5,4,3,4,3,5,3,4,2,2,4,2,2,4,5,4,4,4,3,5,4,2,3,2,5,2,4,3,5,3,5,3,4,4,4,3,4,5,4,3,95,251,US,0,-1,-1,I
6181,2,3,3,1,2,1,1,1,1,5,5,5,2,4,5,4,4,2,2,5,4,5,4,5,5,1,4,2,2,2,1,2,1,1,3,3,4,1,3,1,5,1,3,2,1,1,1,1,1,100,202,CA,0,-1,-1,I
6182,2,2,1,1,2,1,3,1,1,5,5,5,4,4,5,4,3,4,4,4,5,4,5,2,4,3,4,4,4,3,4,3,3,2,1,3,4,1,3,2,2,3,2,2,3,1,2,2,1,95,139,US,0,-1,-1,I
6183,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,5,5,1,4,1,4,4,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,99,163,US,1,-1,-1,C
6185,2,2,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,4,3,1,4,1,3,3,2,2,2,3,1,3,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,100,169,US,0,-1,-1,A
6186,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,3,1,3,1,1,2,1,1,1,1,1,1,2,1,5,5,5,5,5,2,5,5,100,127,US,0,-1,-1,C
6187,2,2,1,3,1,1,1,1,1,1,4,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85,174,US,0,-1,-1,I
6188,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,3,5,2,2,3,3,3,2,4,3,3,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,75,124,US,0,-1,-1,A
6189,2,1,1,1,1,1,1,1,1,2,3,2,3,2,2,1,1,3,4,4,2,5,3,4,2,5,3,3,1,4,2,3,2,2,3,2,1,1,2,2,3,1,1,1,1,1,1,1,1,88,145,US,0,-1,-1,A
6190,2,1,3,5,3,2,4,4,3,2,2,4,4,1,2,4,5,3,1,3,-1,2,2,4,1,4,2,2,5,3,3,3,4,5,3,1,4,4,4,2,4,4,4,2,3,5,3,2,3,90,187,US,0,-1,-1,E
6191,2,5,1,2,4,2,3,3,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,4,1,4,1,3,2,2,1,1,1,1,1,3,1,5,1,1,1,2,2,2,3,2,2,1,2,80,191,US,1,-1,-1,R
6192,2,2,4,1,2,2,4,1,4,3,2,2,3,2,2,1,1,3,2,4,4,5,4,3,2,4,3,3,4,4,3,3,2,3,1,1,2,1,1,4,1,1,1,3,1,1,1,1,1,85,180,US,1,-1,-1,A
6193,2,4,4,5,4,3,3,3,4,3,4,4,3,3,4,3,4,3,4,4,4,3,4,5,3,1,5,1,5,1,5,4,3,3,1,5,5,5,4,4,4,2,3,3,1,1,3,1,3,100,241,US,0,-1,-1,E
6194,2,4,1,1,3,2,2,1,1,3,4,4,3,4,5,3,3,2,3,4,3,5,5,2,3,2,4,3,3,3,2,4,2,1,1,2,2,3,2,1,3,1,1,2,2,3,4,2,2,75,177,US,1,-1,-1,I
6195,2,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,4,3,2,2,3,3,2,2,4,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,80,137,CA,1,-1,-1,A
6196,2,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,2,4,1,2,2,1,1,1,5,5,5,2,5,4,4,3,4,2,3,1,3,3,4,4,2,1,1,1,1,1,1,1,80,323,US,0,-1,-1,S
6197,2,3,1,2,4,1,2,1,1,5,5,5,5,5,5,5,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,2,2,3,4,3,4,3,3,1,2,2,2,2,2,2,2,90,97,US,0,-1,-1,I
6198,2,1,1,1,1,1,1,2,1,5,1,1,2,3,1,3,1,1,1,2,1,1,1,1,1,3,5,4,3,4,2,3,4,1,4,5,2,5,5,2,3,2,3,2,1,2,3,5,1,90,557,US,0,-1,-1,S
6200,2,2,1,1,1,1,1,1,1,5,1,3,5,5,1,4,1,1,1,3,1,1,1,1,1,2,2,3,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,95,132,US,0,-1,-1,I
6204,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,122,US,0,-1,-1,S
6205,2,3,3,3,2,2,3,3,3,3,4,4,3,3,4,2,3,3,4,4,4,4,3,3,4,4,4,5,4,4,4,3,3,2,2,3,2,3,3,2,2,1,3,2,2,2,2,1,2,90,433,US,0,-1,-1,S
6206,2,2,4,2,4,4,3,4,4,4,4,4,3,4,4,4,4,2,2,3,3,3,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,3,4,2,2,4,4,4,4,3,4,-1,4,50,156,US,0,-1,-1,I
6208,2,2,2,1,3,1,2,3,2,4,2,4,4,2,2,1,2,3,2,4,3,2,4,1,2,4,4,3,4,4,3,4,4,1,4,3,1,1,1,2,1,2,4,3,2,3,3,2,1,95,175,US,0,-1,-1,S
6210,2,1,1,1,3,3,3,1,2,5,4,4,4,4,4,4,4,3,2,2,2,2,4,1,3,5,3,2,4,4,4,4,1,1,1,3,1,2,2,1,3,1,3,2,2,3,3,3,1,75,358,US,1,-1,-1,I
6211,2,5,1,1,5,1,5,1,1,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,5,1,5,1,5,3,5,1,5,1,5,5,5,5,5,5,5,5,1,5,100,84,US,0,-1,-1,A
6212,2,1,4,1,1,1,3,1,3,1,1,1,1,1,1,1,2,4,2,5,2,3,4,1,5,4,4,1,1,2,1,2,1,1,3,3,2,4,3,3,2,1,2,1,1,1,3,3,1,100,128,CA,0,-1,-1,A
6213,2,1,4,1,2,2,2,1,2,5,4,5,4,4,4,4,2,1,1,3,3,5,2,1,4,5,4,3,3,4,1,4,3,1,1,1,2,2,1,3,4,1,2,1,2,2,4,2,2,70,117,AU,1,-1,-1,I
6214,2,4,3,3,4,2,2,3,4,4,4,3,2,4,5,4,4,2,2,3,2,2,4,5,3,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,5,2,3,2,2,2,2,2,1,95,145,US,0,-1,-1,I
6215,2,3,3,1,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,1,2,3,3,3,3,2,2,4,3,3,3,3,3,4,1,3,4,3,3,3,3,3,3,4,3,3,3,3,65,218,US,1,-1,-1,C
6218,2,3,4,4,2,3,3,3,4,2,4,4,1,2,4,3,3,3,3,3,4,-1,3,1,5,2,5,2,3,1,4,4,3,4,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,100,195,US,0,-1,-1,R
6221,2,1,2,2,3,2,3,2,2,1,2,2,4,2,2,2,3,3,3,3,3,5,4,3,3,2,2,1,2,2,3,4,2,2,1,4,3,3,2,1,3,2,1,2,2,3,3,2,2,80,134,US,0,-1,-1,A
6222,2,2,4,4,3,4,4,4,3,2,4,3,2,3,4,2,4,1,2,2,4,2,4,5,2,4,2,2,3,2,2,2,2,2,1,3,3,3,2,3,3,1,3,2,2,2,3,2,3,100,191,US,1,-1,-1,R
6224,2,1,1,1,1,1,1,1,1,2,2,2,3,3,2,1,1,1,2,1,2,2,3,1,1,4,3,2,3,3,1,3,1,2,2,3,2,4,3,3,4,1,1,2,2,2,1,3,2,90,151,US,1,-1,-1,E
6226,2,4,3,1,4,4,5,5,3,4,3,3,4,4,2,5,2,1,1,1,1,1,1,3,1,4,3,3,3,4,2,2,3,2,3,3,3,4,4,2,1,3,3,4,4,4,5,2,4,100,170,US,1,-1,-1,R
6227,2,4,3,1,4,1,3,1,3,4,5,5,3,5,5,5,5,1,1,5,1,3,1,4,4,1,1,1,1,1,4,1,1,3,2,4,1,2,2,3,1,2,1,2,1,4,2,1,1,90,166,US,0,-1,-1,I
6228,2,3,5,4,5,5,4,5,4,5,5,5,3,5,5,5,5,1,3,5,3,2,5,5,5,3,4,1,4,1,1,3,4,3,4,2,1,3,3,4,2,4,2,4,4,2,5,2,2,70,428,US,1,-1,-1,I
6229,2,3,2,2,3,2,2,2,2,3,2,3,4,3,2,3,3,1,4,2,3,4,2,4,3,3,3,4,3,4,2,3,2,2,2,3,1,4,3,2,2,3,3,2,4,3,3,2,3,90,144,US,0,-1,-1,S
6230,2,3,4,1,4,4,4,3,4,4,2,5,4,5,4,4,4,1,2,3,1,4,2,3,3,5,4,4,2,3,4,2,2,3,1,3,2,4,2,2,2,4,5,3,3,3,3,2,4,80,377,US,1,-1,-1,I
6231,2,1,1,1,1,1,3,1,1,3,3,1,1,5,3,1,1,1,3,1,1,5,3,1,1,5,5,5,5,5,5,5,5,1,1,1,3,1,3,3,5,5,1,1,5,1,4,1,1,95,194,US,1,-1,-1,S
6232,2,1,4,3,3,3,3,2,3,4,2,2,3,2,2,3,1,3,2,2,4,1,5,4,3,5,4,4,3,4,3,2,4,3,2,2,1,3,1,2,4,1,2,1,1,3,3,2,2,75,529,US,0,-1,-1,S
6233,2,2,1,1,1,1,2,1,1,5,4,4,3,4,2,4,2,3,5,3,3,3,4,3,3,2,4,2,4,2,4,3,2,1,2,1,2,3,2,1,3,1,1,1,1,2,1,1,1,99,518,CA,1,-1,-1,I
6235,2,3,4,1,2,1,2,1,1,5,4,2,2,1,1,1,1,2,1,3,2,1,2,3,2,2,5,4,3,5,3,3,4,1,2,3,2,3,2,3,2,1,1,2,1,2,1,1,1,85,262,AU,0,-1,-1,S
6236,2,3,5,5,2,1,4,3,5,4,5,3,5,2,5,3,2,2,2,4,4,5,2,5,4,5,4,4,4,5,4,4,3,3,4,4,4,4,5,4,5,3,3,3,2,2,4,3,2,75,160,US,1,-1,-1,S
6238,2,1,2,3,3,2,4,3,3,5,5,5,5,5,5,5,5,3,1,4,3,3,4,4,1,1,4,2,2,1,2,3,3,2,1,3,1,3,1,2,2,3,3,4,1,3,4,3,2,85,409,CA,1,-1,-1,I
6240,2,3,1,1,1,1,1,2,2,2,4,3,1,1,2,2,1,4,4,4,3,4,3,3,3,2,4,3,2,4,3,1,2,2,1,3,3,1,4,1,2,1,2,1,2,1,2,1,1,100,193,US,0,-1,-1,A
6241,2,1,1,1,1,1,1,1,1,5,5,4,5,5,4,4,4,1,1,1,5,5,4,5,3,5,4,4,5,5,3,5,1,1,1,3,4,1,1,3,3,1,1,1,1,1,2,1,1,100,307,US,1,-1,-1,I
6242,2,3,1,1,2,1,1,1,1,5,5,5,2,3,5,3,5,3,2,5,3,4,4,2,5,3,4,2,2,3,3,4,3,2,2,2,1,4,3,3,4,2,2,2,1,4,3,2,2,90,185,US,0,-1,-1,I
6243,2,1,1,1,1,1,1,2,1,4,4,1,1,2,4,2,1,3,5,3,4,4,4,3,4,4,4,3,1,4,2,4,4,2,1,2,5,1,4,2,-1,1,2,1,2,1,2,1,1,95,267,US,0,-1,-1,A
6244,2,3,3,1,1,1,1,1,1,3,4,1,1,3,1,1,1,2,3,4,1,1,1,1,1,5,1,1,1,4,1,1,1,3,1,1,3,3,1,1,1,4,1,4,4,3,1,1,1,75,126,US,0,-1,-1,C
6245,2,3,3,1,2,2,2,1,2,4,3,4,4,2,2,2,4,1,1,1,3,3,2,2,2,4,4,3,3,4,4,4,4,1,2,3,1,1,2,1,4,3,4,4,4,4,4,3,4,85,216,US,0,-1,-1,S
6248,2,2,1,1,3,1,2,2,3,3,3,2,2,3,2,2,4,4,2,2,5,1,5,1,2,4,3,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,3,3,1,1,95,329,US,1,-1,-1,A
6249,2,2,1,1,1,1,1,1,1,2,3,3,1,3,2,3,1,1,2,1,1,3,3,3,1,1,4,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95,109,US,0,-1,-1,I
6250,2,2,1,1,2,1,3,2,2,3,4,4,3,4,5,5,1,1,3,5,3,3,2,3,4,4,4,1,3,2,1,2,1,3,2,5,4,5,4,5,3,1,2,3,2,3,3,2,3,60,213,US,0,-1,-1,E
6251,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,4,2,5,3,4,3,1,1,3,1,3,2,2,2,4,1,1,4,1,1,1,2,90,178,CA,1,-1,-1,S
6252,2,3,2,2,3,3,3,3,2,5,4,5,4,4,5,5,5,2,1,2,3,3,3,4,4,1,2,3,2,4,4,4,3,1,2,2,2,2,2,2,4,3,4,4,3,4,4,4,4,85,245,CA,1,-1,-1,I
6253,2,1,2,1,1,1,1,2,1,1,2,1,1,1,3,1,1,1,1,4,2,1,1,1,3,2,3,5,1,5,5,3,1,3,4,5,3,1,5,4,2,3,1,1,3,1,4,3,3,90,156,US,1,-1,-1,E
6254,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,2,4,4,3,4,2,4,4,2,4,4,2,4,4,2,4,2,2,2,4,2,80,332,US,0,-1,-1,A
6255,2,2,3,1,1,1,1,2,2,3,5,3,3,3,5,3,4,3,4,5,5,5,5,3,5,4,4,2,4,4,1,4,4,1,2,3,3,3,3,1,3,4,5,4,4,5,4,3,3,95,316,CA,0,-1,-1,A
6256,2,3,4,3,4,4,4,4,3,4,5,5,5,5,5,4,5,3,5,5,3,5,4,4,5,2,4,3,2,2,2,3,3,2,2,3,2,1,1,1,4,3,4,4,3,5,4,3,3,91,201,US,0,-1,-1,I
6257,2,2,3,1,3,3,3,3,3,3,4,4,5,5,1,5,1,3,3,3,5,5,2,5,1,4,5,2,3,5,4,3,4,1,3,3,5,3,4,2,3,2,-1,1,2,3,5,3,2,70,506,US,0,-1,-1,S
6258,2,1,1,1,1,1,1,1,1,5,4,4,2,4,1,3,1,2,5,1,4,4,1,1,3,5,4,5,4,5,3,4,3,3,2,2,1,5,2,2,2,1,1,3,2,1,1,2,3,100,146,US,0,-1,-1,S
6259,2,2,1,1,2,2,1,2,2,3,3,2,3,4,3,4,2,1,2,4,4,5,3,3,4,1,4,3,1,3,1,2,1,1,2,2,2,3,4,2,2,2,3,2,3,3,2,2,3,70,172,US,0,-1,-1,A
6261,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,3,2,1,3,3,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,90,252,US,1,-1,-1,A
6262,2,4,2,2,4,2,4,2,2,4,3,3,4,3,3,3,4,1,1,1,1,1,2,1,1,4,3,2,3,2,2,2,2,2,2,2,1,2,2,1,2,3,4,4,4,4,5,4,4,85,121,US,1,-1,-1,C
6263,2,4,3,2,4,2,3,4,3,3,2,2,3,3,2,3,4,1,1,2,2,2,2,2,2,3,1,2,4,3,2,2,1,4,3,5,1,4,4,5,2,3,5,4,3,3,3,3,3,80,291,US,1,-1,-1,E
6264,2,5,4,3,5,5,3,3,3,3,4,4,3,2,3,3,2,5,3,4,2,2,3,4,3,3,3,3,2,2,2,3,2,2,3,4,2,4,2,5,5,2,4,4,5,4,3,3,5,90,227,US,1,-1,-1,R
6265,2,1,2,1,-1,1,1,1,1,5,5,4,5,4,5,4,1,1,1,1,1,1,1,1,1,3,5,5,4,5,4,3,5,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,100,114,US,0,-1,-1,S
6267,2,1,1,3,2,1,1,1,1,4,5,4,5,5,1,4,1,5,-1,2,3,4,2,5,1,4,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,95,129,US,0,-1,-1,I
6268,2,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,3,2,3,2,3,2,4,3,3,3,3,3,3,3,4,3,4,3,4,3,5,4,4,4,4,4,5,4,3,4,90,182,US,1,-1,-1,I
6269,2,3,3,1,1,1,1,1,1,5,2,5,5,5,4,5,5,1,5,4,4,2,2,1,3,4,4,4,1,2,1,1,2,5,2,2,1,4,4,1,1,4,5,4,5,5,5,5,4,100,257,CA,1,-1,-1,C
6270,2,4,3,3,4,2,3,4,2,3,5,5,4,5,5,5,4,4,2,3,2,3,3,2,2,4,4,2,2,2,2,2,3,2,3,1,2,1,1,1,1,4,3,4,4,5,4,4,4,80,224,US,0,-1,-1,I
6272,2,1,1,1,2,1,1,1,1,4,5,5,4,5,5,5,5,1,4,4,3,5,1,1,3,5,5,5,5,5,5,5,5,1,2,3,1,5,3,3,4,1,4,2,3,4,4,3,4,78,199,US,1,-1,-1,S
6273,2,1,1,1,1,1,4,1,1,4,4,4,4,5,5,2,5,4,2,5,4,4,5,2,3,2,2,3,4,4,3,4,3,1,1,2,4,3,3,2,4,1,1,2,2,4,2,4,2,75,226,US,1,-1,-1,I
6277,2,2,1,1,1,1,1,1,1,5,1,1,3,4,1,4,2,2,1,3,3,2,1,3,1,3,5,3,5,5,5,5,5,3,4,2,3,3,4,3,3,2,3,2,3,1,5,2,2,100,127,US,1,-1,-1,S
6278,2,1,3,1,4,2,3,3,4,5,3,4,3,3,5,2,4,3,3,5,5,4,5,5,5,2,4,4,5,4,3,4,1,1,3,3,3,2,3,3,4,2,3,2,1,2,4,2,3,90,212,US,1,-1,-1,A
6280,2,1,1,1,2,2,1,1,1,3,5,5,3,4,4,3,3,2,3,3,2,2,3,1,2,5,5,5,3,5,5,5,-1,3,4,3,4,3,-1,2,2,2,5,2,-1,3,3,2,1,78,133,US,1,-1,-1,S
6282,2,2,1,1,2,1,1,1,1,3,4,3,3,3,3,2,3,1,2,2,4,2,2,1,4,4,1,3,3,4,4,4,4,3,3,4,5,4,4,3,3,3,4,4,4,4,2,4,3,90,207,US,1,-1,-1,E
6283,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,3,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,80,419,AU,0,-1,-1,A
6284,2,5,4,2,5,3,4,4,4,4,4,4,4,4,4,5,4,1,1,2,1,1,1,4,1,1,2,1,3,1,1,1,2,2,2,1,1,4,1,2,2,1,1,2,1,3,3,1,2,60,268,US,0,-1,-1,I
6285,2,2,2,2,2,2,1,2,2,3,1,2,1,1,3,1,1,1,1,1,2,1,2,1,1,2,1,1,3,2,1,2,1,2,1,2,3,2,2,2,2,1,2,1,1,1,3,1,2,85,284,US,1,-1,-1,E
6286,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,3,2,1,4,1,3,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,140,US,1,-1,-1,A
6287,2,1,1,1,1,1,1,1,1,4,4,5,4,4,4,4,1,1,1,4,1,1,1,1,1,5,5,4,1,5,1,1,2,1,1,3,1,4,3,3,3,3,1,3,1,2,3,2,1,100,174,US,0,-1,-1,I
6288,2,1,1,1,1,1,1,1,1,5,4,1,4,1,4,3,1,1,1,1,1,4,1,1,1,1,5,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,98,US,0,-1,-1,S
6289,2,4,3,1,4,2,4,3,3,3,3,3,3,2,3,3,4,2,3,4,3,3,2,4,4,3,4,3,4,3,4,4,2,4,4,5,3,4,4,4,3,4,3,3,3,3,4,4,3,100,192,US,0,-1,-1,E
6290,2,1,1,1,1,1,1,1,1,4,4,1,2,2,1,1,1,4,5,1,5,5,4,5,5,4,4,4,1,4,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,90,115,US,0,-1,-1,A
6291,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,4,1,4,1,5,5,2,2,3,4,5,4,5,5,4,2,3,4,4,1,3,3,2,2,100,516,US,1,-1,-1,E
6292,2,1,1,1,1,1,1,1,1,5,1,1,3,3,1,3,3,1,1,1,1,1,1,1,1,3,3,3,1,4,3,3,2,1,1,1,1,1,1,1,1,2,1,3,3,2,4,1,1,40,222,US,1,-1,-1,S
6293,2,2,3,2,2,1,1,2,2,4,5,4,5,4,3,4,5,1,2,1,3,4,2,1,1,1,3,1,1,1,1,2,1,2,1,3,1,1,1,1,1,2,2,2,1,1,2,1,-1,90,192,US,1,-1,-1,I
6294,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,5,4,1,4,4,4,4,1,3,1,1,3,1,-1,1,3,4,1,4,3,1,1,1,100,98,US,1,-1,-1,S
6297,2,2,1,1,1,2,1,2,1,2,5,2,3,3,3,2,2,3,2,3,3,3,3,1,2,4,5,5,4,5,4,5,5,2,2,2,1,2,1,2,3,1,3,1,2,1,3,1,2,95,813,US,0,-1,-1,S
6299,2,1,3,1,1,2,1,1,2,4,4,4,4,3,3,2,4,3,3,1,2,5,3,1,3,3,5,4,3,4,3,4,3,1,2,2,2,2,2,1,3,2,2,1,3,1,1,2,2,90,126,CA,0,-1,-1,S
6302,2,3,5,4,4,3,4,3,4,4,3,4,1,3,2,1,2,1,4,4,4,5,3,3,3,5,3,4,4,4,2,4,2,2,4,4,2,2,4,1,2,4,3,2,4,2,4,3,2,85,147,IE,0,-1,-1,R
6303,2,3,1,1,1,1,1,1,1,5,5,5,1,4,1,3,1,1,1,3,5,4,1,1,1,4,5,5,4,5,4,5,5,1,3,3,4,5,1,1,1,1,4,1,4,4,1,1,1,100,241,US,1,-1,-1,S
6306,2,5,1,1,1,1,3,-1,1,5,5,5,5,5,5,1,5,5,5,3,5,5,5,3,3,5,5,5,3,5,3,5,4,3,1,1,1,3,1,3,-1,1,1,1,1,1,3,3,1,80,231,US,1,-1,-1,I
6307,2,3,2,1,3,1,3,3,1,5,4,3,1,2,1,2,1,5,4,4,4,4,5,1,4,5,3,4,5,5,3,1,1,1,3,4,4,4,3,1,4,4,4,4,5,3,4,3,4,90,136,US,0,-1,-1,A
6309,2,3,3,3,4,4,3,3,2,4,4,3,4,4,3,4,3,2,3,2,3,4,3,4,3,3,4,3,4,4,3,3,2,1,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,85,303,US,1,-1,-1,I
6310,2,2,2,1,1,1,1,1,1,3,2,3,1,1,1,2,1,3,3,4,3,4,4,4,3,4,3,4,3,5,4,4,2,2,1,4,4,4,4,3,3,2,1,2,2,1,3,2,2,90,1517,US,1,-1,-1,S
6311,2,4,2,1,1,1,2,1,1,4,4,4,2,1,3,2,2,3,5,5,4,5,4,5,5,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,3,3,1,2,60,166,US,1,-1,-1,A
6312,2,4,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,4,4,4,4,3,3,4,4,4,4,4,2,4,2,1,3,1,1,1,1,1,4,4,3,4,3,2,3,2,3,95,164,US,0,-1,-1,S
